,Ticker,Entry,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Mar-19,Mar-20,TTM,,,
,,Cash from Financing Activity +,-164.00,1222.00,-287.00,-317.00,65.00,-972.00,-829.00,-496.00,-1571.00,-269.00,-2251.00,-4466.00,,,,
,,Net Cash Flow,444.00,-314.00,44.00,-26.00,298.00,915.00,-246.00,1188.00,-392.00,-35.00,77.00,974.00,,,,
,,,,,,,,,,,,,,,,,,
47,TITAN,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,3905.00,4773.00,6533.00,8848.00,10123.00,10927.00,11913.00,11276.00,13261.00,16120.00,19779.00,21052.00,17771.00,,,
,,Expenses +,3612.00,4374.00,5915.00,8011.00,9109.00,9880.00,10761.00,10337.00,12097.00,14476.00,17785.00,18589.00,16346.00,,,
,,Operating Profit,293.00,399.00,618.00,838.00,1014.00,1047.00,1152.00,939.00,1164.00,1644.00,1994.00,2463.00,1425.00,,,
,,OPM %,0.08,0.08,0.09,0.09,0.10,0.10,0.10,0.08,0.09,0.10,0.10,0.12,0.08,,,
,,Other Income,16.00,10.00,55.00,92.00,99.00,117.00,67.00,69.00,-42.00,70.00,178.00,153.00,153.00,,,
,,Interest,29.00,25.00,35.00,44.00,51.00,87.00,81.00,42.00,38.00,53.00,53.00,166.00,188.00,,,
,,Depreciation,42.00,61.00,35.00,46.00,56.00,68.00,90.00,98.00,111.00,131.00,163.00,348.00,377.00,,,
,,Profit before tax,238.00,323.00,603.00,840.00,1006.00,1010.00,1049.00,868.00,973.00,1530.00,1957.00,2102.00,1013.00,,,
,,Tax %,0.31,0.22,0.28,0.28,0.28,0.27,0.22,0.22,0.28,0.28,0.29,0.29,,,,
,,Net Profit,164.00,251.00,433.00,601.00,725.00,735.00,816.00,675.00,711.00,1130.00,1404.00,1501.00,705.00,,,
,,EPS in Rs,1.85,2.83,4.88,6.77,8.17,8.28,9.19,7.60,8.01,12.73,15.82,16.91,7.94,,,
,,Dividend Payout %,0.27,0.26,0.13,0.26,0.26,0.25,0.25,0.29,0.32,0.29,0.32,0.24,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,44.00,44.00,44.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,,,
,,Reserves,513.00,688.00,991.00,1372.00,1881.00,2434.00,2995.00,3418.00,4144.00,5001.00,5981.00,6580.00,6275.00,,,
,,Borrowings,167.00,73.00,68.00,6.00,0.00,807.00,100.00,113.00,1882.00,1691.00,2393.00,3561.00,3494.00,,,
,,Other Liabilities +,1059.00,1300.00,2655.00,3243.00,3914.00,2781.00,2684.00,2723.00,2293.00,2740.00,3247.00,3314.00,3980.00,,,
,,Total Liabilities,1783.00,2105.00,3758.00,4710.00,5884.00,6111.00,5868.00,6342.00,8408.00,9521.00,11710.00,13544.00,13838.00,,,
,,Fixed Assets +,280.00,268.00,288.00,384.00,464.00,614.00,699.00,771.00,1189.00,1474.00,1567.00,2633.00,2594.00,,,
,,CWIP,20.00,12.00,17.00,25.00,42.00,33.00,55.00,107.00,152.00,43.00,32.00,18.00,15.00,,,
,,Investments,2.00,2.00,3.00,2.00,3.00,3.00,3.00,30.00,431.00,36.00,108.00,158.00,382.00,,,
,,Other Assets +,1482.00,1823.00,3451.00,4299.00,5375.00,5461.00,5111.00,5434.00,6636.00,7968.00,10003.00,10734.00,10847.00,,,
,,Total Assets,1783.00,2105.00,3758.00,4710.00,5884.00,6111.00,5868.00,6342.00,8408.00,9521.00,11710.00,13544.00,13838.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,165.00,342.00,1053.00,163.00,553.00,-555.00,503.00,576.00,1712.00,-51.00,1243.00,-347.00,,,,
,,Cash from Investing Activity +,-58.00,-32.00,-25.00,-70.00,-142.00,-271.00,-118.00,-159.00,-953.00,98.00,-797.00,235.00,,,,
,,Cash from Financing Activity +,-106.00,-169.00,-117.00,-235.00,-236.00,497.00,-1005.00,-505.00,-166.00,-252.00,-489.00,-242.00,,,,
,,Net Cash Flow,1.00,141.00,912.00,-142.00,176.00,-329.00,-620.00,-88.00,594.00,-206.00,-43.00,-354.00,,,,
,,,,,,,,,,,,,,,,,,
48,UPL,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,2327.00,2453.00,2911.00,3316.00,3939.00,4968.00,5335.00,5981.00,6939.00,7263.00,8660.00,9641.00,10346.00,,,
,,Expenses +,2105.00,2178.00,2446.00,2845.00,3513.00,4307.00,4793.00,5143.00,6011.00,6314.00,7825.00,8436.00,8728.00,,,
,,Operating Profit,222.00,275.00,465.00,471.00,427.00,661.00,542.00,838.00,928.00,949.00,835.00,1205.00,1618.00,,,
,,OPM %,0.10,0.11,0.16,0.14,0.11,0.13,0.10,0.14,0.13,0.13,0.10,0.12,0.16,,,
,,Other Income,253.00,174.00,154.00,144.00,130.00,302.00,260.00,481.00,294.00,428.00,560.00,496.00,46.00,,,
,,Interest,230.00,93.00,294.00,164.00,101.00,242.00,35.00,192.00,149.00,135.00,185.00,272.00,295.00,,,
,,Depreciation,89.00,108.00,115.00,143.00,158.00,169.00,187.00,619.00,655.00,666.00,724.00,891.00,939.00,,,
,,Profit before tax,157.00,248.00,210.00,307.00,297.00,552.00,581.00,508.00,418.00,576.00,486.00,538.00,430.00,,,
,,Tax %,0.06,0.27,0.25,0.26,0.30,0.25,0.20,0.24,0.41,0.05,0.17,0.14,,,,
,,Net Profit,148.00,181.00,158.00,227.00,208.00,416.00,463.00,385.00,245.00,548.00,405.00,461.00,272.00,,,
,,EPS in Rs,2.24,2.75,2.27,3.28,3.13,6.47,7.21,5.99,3.22,7.19,5.30,6.03,3.56,,,
,,Dividend Payout %,0.45,0.48,0.59,0.51,0.53,0.41,0.46,0.56,1.44,0.74,1.01,1.00,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,88.00,88.00,92.00,92.00,89.00,86.00,86.00,86.00,183.00,102.00,102.00,153.00,153.00,,,
,,Reserves,2500.00,2904.00,3634.00,4081.00,4557.00,5162.00,5775.00,2006.00,7214.00,9067.00,14613.00,16143.00,18858.00,,,
,,Borrowings,2134.00,2419.00,2679.00,3389.00,4203.00,3349.00,3281.00,5258.00,6361.00,6638.00,29139.00,29386.00,32364.00,,,
,,Other Liabilities +,1718.00,1483.00,1800.00,2713.00,3487.00,4162.00,5143.00,9519.00,6536.00,7148.00,18581.00,22746.00,22599.00,,,
,,Total Liabilities,6440.00,6894.00,8205.00,10275.00,12336.00,12759.00,14284.00,16869.00,20212.00,22955.00,62435.00,68428.00,73974.00,,,
,,Fixed Assets +,1725.00,1772.00,2321.00,3223.00,3489.00,3821.00,4031.00,3862.00,4071.00,4437.00,32149.00,35321.00,35646.00,,,
,,CWIP,124.00,41.00,57.00,306.00,378.00,228.00,583.00,484.00,792.00,1319.00,1855.00,2073.00,1312.00,,,
,,Investments,433.00,761.00,823.00,795.00,1025.00,737.00,764.00,335.00,378.00,1034.00,708.00,558.00,645.00,,,
,,Other Assets +,4157.00,4320.00,5004.00,5952.00,7444.00,7973.00,8906.00,12188.00,14971.00,16165.00,27723.00,30476.00,36371.00,,,
,,Total Assets,6440.00,6894.00,8205.00,10275.00,12336.00,12759.00,14284.00,16869.00,20212.00,22955.00,62435.00,68428.00,73974.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,123.00,1294.00,815.00,162.00,1699.00,1441.00,1409.00,1396.00,2585.00,2839.00,2356.00,8739.00,,,,
,,Cash from Investing Activity +,-440.00,-241.00,-895.00,-680.00,-765.00,-427.00,-463.00,-1734.00,-1022.00,-2059.00,-31282.00,-2666.00,,,,
,,Cash from Financing Activity +,162.00,11.00,-17.00,-178.00,-72.00,-1680.00,-991.00,469.00,140.00,-801.00,28893.00,-2175.00,,,,
,,Net Cash Flow,-155.00,1064.00,-97.00,-696.00,862.00,-667.00,-45.00,131.00,1703.00,-21.00,-33.00,3898.00,,,,
,,,,,,,,,,,,,,,,,,
49,ULTRACEMCO,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,6507.00,7106.00,13646.00,18551.00,20514.00,20730.00,23306.00,25153.00,25375.00,30979.00,41462.00,41833.00,39086.00,,,
,,Expenses +,4792.00,5122.00,10950.00,14357.00,15674.00,16695.00,18881.00,20252.00,20162.00,24948.00,34229.00,32551.00,29903.00,,,
,,Operating Profit,1716.00,1984.00,2696.00,4194.00,4839.00,4035.00,4425.00,4901.00,5212.00,6030.00,7233.00,9282.00,9183.00,,,
,,OPM %,0.26,0.28,0.20,0.23,0.24,0.19,0.19,0.19,0.21,0.19,0.17,0.22,0.24,,,
,,Other Income,102.00,121.00,154.00,371.00,304.00,322.00,350.00,464.00,648.00,357.00,464.00,648.00,623.00,,,
,,Interest,126.00,118.00,292.00,256.00,252.00,361.00,587.00,566.00,640.00,1238.00,1778.00,1986.00,1725.00,,,
,,Depreciation,324.00,390.00,813.00,963.00,1023.00,1139.00,1203.00,1377.00,1348.00,1848.00,2451.00,2702.00,2664.00,,,
,,Profit before tax,1368.00,1598.00,1745.00,3345.00,3867.00,2858.00,2986.00,3421.00,3872.00,3301.00,3468.00,5242.00,5417.00,,,
,,Tax %,0.28,0.31,0.22,0.28,0.30,0.23,0.30,0.28,0.30,0.33,0.31,-0.11,,,,
,,Net Profit,978.00,1095.00,1367.00,2403.00,2678.00,2206.00,2098.00,2478.00,2715.00,2222.00,2404.00,5815.00,5986.00,,,27.39478958
,,EPS in Rs,35.70,40.00,49.90,87.69,97.66,80.44,76.47,90.30,98.90,80.92,87.51,201.47,207.42,,,
,,Dividend Payout %,0.06,0.07,0.12,0.09,0.09,0.11,0.12,0.11,0.10,0.13,0.13,0.06,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,124.00,124.00,274.00,274.00,274.00,274.00,274.00,274.00,275.00,275.00,275.00,289.00,289.00,,,
,,Reserves,3485.00,4493.00,10373.00,12550.00,14955.00,16908.00,18767.00,21671.00,24117.00,26107.00,28088.00,38827.00,40461.00,,,
,,Borrowings,2143.00,1607.00,5541.00,5891.00,7342.00,7332.00,9829.00,10616.00,8474.00,19480.00,25337.00,22898.00,20848.00,,,
,,Other Liabilities +,1997.00,2150.00,5439.00,6181.00,7010.00,7671.00,9183.00,8631.00,9343.00,11280.00,22826.00,17318.00,19710.00,,,
,,Total Liabilities,7750.00,8375.00,21626.00,24896.00,29582.00,32185.00,38053.00,41193.00,42209.00,57141.00,76525.00,79331.00,81308.00,,,
,,Fixed Assets +,4662.00,4964.00,12775.00,13314.00,15050.00,18100.00,23343.00,25309.00,25904.00,39715.00,56645.00,56982.00,55913.00,,,
,,CWIP,678.00,260.00,760.00,1940.00,3601.00,2186.00,2250.00,1469.00,921.00,1511.00,1153.00,920.00,1079.00,,,
,,Investments,1009.00,1637.00,3514.00,3547.00,4709.00,4862.00,4500.00,5095.00,6691.00,5447.00,2921.00,5929.00,9865.00,,,
,,Other Assets +,1400.00,1513.00,4577.00,6095.00,6222.00,7037.00,7961.00,9319.00,8693.00,10468.00,15806.00,15500.00,14452.00,,,
,,Total Assets,7750.00,8375.00,21626.00,24896.00,29582.00,32185.00,38053.00,41193.00,42209.00,57141.00,76525.00,79331.00,81308.00,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,1452.00,1590.00,1993.00,3427.00,3618.00,3455.00,4190.00,4526.00,5005.00,3888.00,5956.00,8902.00,,,,
,,Cash from Investing Activity +,-1653.00,-843.00,-2168.00,-3050.00,-4362.00,-2342.00,-2144.00,-3673.00,-2501.00,1866.00,1165.00,-4206.00,,,,
,,Cash from Financing Activity +,192.00,-740.00,253.00,-353.00,715.00,-949.00,-2110.00,-844.00,-2535.00,-5735.00,-6757.00,-4991.00,,,,
,,Net Cash Flow,-10.00,7.00,79.00,24.00,-30.00,164.00,-63.00,8.00,-31.00,18.00,364.00,-295.00,,,,
,,,,,,,,,,,,,,,,,,
50,WIPRO,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,25700.00,27213.00,31038.00,37188.00,37430.00,43424.00,46951.00,51244.00,55448.00,54487.00,59019.00,61138.00,61240.00,,,
,,Expenses +,20817.00,21264.00,24592.00,30156.00,29773.00,33788.00,36652.00,40448.00,44128.00,44100.00,47406.00,48795.00,48315.00,,,
,,Operating Profit,4882.00,5949.00,6446.00,7032.00,7657.00,9635.00,10299.00,10796.00,11321.00,10387.00,11613.00,12342.00,12925.00,,,
,,OPM %,0.19,0.22,0.21,0.19,0.20,0.22,0.22,0.21,0.20,0.19,0.20,0.20,0.21,,,
,,Other Income,564.00,438.00,771.00,1268.00,1440.00,1922.00,2450.00,2752.00,2623.00,2550.00,2614.00,2728.00,2411.00,,,
,,Interest,240.00,123.00,193.00,344.00,289.00,383.00,350.00,558.00,594.00,583.00,738.00,733.00,606.00,,,
,,Depreciation,686.00,754.00,789.00,975.00,940.00,1060.00,1175.00,1496.00,2310.00,2112.00,1947.00,2086.00,2382.00,,,
,,Profit before tax,4520.00,5510.00,6235.00,6981.00,7869.00,10114.00,11224.00,11494.00,11039.00,10242.00,11542.00,12252.00,12348.00,,,
,,Tax %,0.14,0.17,0.16,0.20,0.21,0.21,0.22,0.22,0.23,0.22,0.22,0.20,,,,
,,Net Profit,3900.00,4631.00,5292.00,5604.00,6150.00,7947.00,8661.00,8908.00,8493.00,8003.00,9004.00,9722.00,9638.00,,,
,,EPS in Rs,5.99,7.10,8.09,8.55,9.36,12.08,13.15,13.52,13.10,13.27,14.92,17.02,16.86,,,
,,Dividend Payout %,0.15,0.19,0.28,0.26,0.28,0.25,0.34,0.17,0.06,0.06,0.07,0.06,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,293.00,293.00,491.00,492.00,492.00,493.00,494.00,494.00,486.00,905.00,1207.00,1143.00,1143.00,,,
,,Reserves,13336.00,17949.00,21996.00,26526.00,26072.00,31636.00,36598.00,45651.00,51184.00,47022.00,55216.00,54179.00,59698.00,,,
,,Borrowings,5689.00,6251.00,5280.00,5896.00,6381.00,5159.00,7891.00,12522.00,14241.00,13901.00,9947.00,9068.00,7105.00,,,
,,Other Liabilities +,8534.00,8114.00,9053.00,10318.00,10675.00,12245.00,13367.00,12924.00,12761.00,13563.00,16217.00,16610.00,19159.00,,,
,,Total Liabilities,27851.00,32608.00,36820.00,43231.00,43621.00,49533.00,58350.00,71590.00,78672.00,75391.00,82586.00,81000.00,87105.00,,,
,,Fixed Assets +,9553.00,9728.00,10488.00,12436.00,9996.00,10649.00,10837.00,17279.00,19886.00,18127.00,17465.00,22062.00,22280.00,,,
,,CWIP,1355.00,1236.00,503.00,347.00,407.00,369.00,395.00,381.00,738.00,1378.00,2142.00,1881.00,1930.00,,,
,,Investments,1810.00,3406.00,5241.00,4472.00,6765.00,6146.00,5532.00,20915.00,29913.00,25797.00,22887.00,20032.00,26787.00,,,
,,Other Assets +,15133.00,18238.00,20588.00,25977.00,26454.00,32368.00,41586.00,33016.00,28135.00,30090.00,40093.00,37024.00,36107.00,,,
,,Total Assets,27851.00,32608.00,36820.00,43231.00,43621.00,49533.00,58350.00,71590.00,78672.00,75391.00,82586.00,81000.00,87105.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,3676.00,5100.00,4044.00,4009.00,6394.00,6790.00,7840.00,7887.00,9277.00,8423.00,11632.00,10064.00,,,,
,,Cash from Investing Activity +,-2418.00,-3507.00,-1672.00,-638.00,-4536.00,-284.00,-2537.00,-13761.00,-11770.00,3595.00,5065.00,3593.00,,,,
,,Cash from Financing Activity +,-273.00,-16.00,-2746.00,-1719.00,-1140.00,-3570.00,-830.00,-159.00,-2275.00,-12998.00,-4937.00,-15100.00,,,,
,,Net Cash Flow,985.00,1576.00,-374.00,1652.00,717.00,2936.00,4474.00,-6032.00,-4767.00,-979.00,11760.00,-1442.00,,,,
